customerNumber,customerName,contactFirstName,contactLastName,phone,addressLine1,city,state,country,creditLimit,customerSegment
10577,Hawkins Ltd,Timothy,Day,552.939.4703x7877,54962 Kelly Gardens Apt. 632,Lake Scottland,SC,Tunisia,203560.89,Enterprise
10578,Smith-Fisher,Chelsea,Stewart,001-476-676-7112x5069,243 Elizabeth Turnpike Apt. 596,Scotthaven,IN,Equatorial Guinea,248173.04,Individual
10579,"Garcia, Ortiz and Martinez",Amy,Weeks,535-350-5868,3648 Jason Squares Suite 683,Christystad,NM,Romania,174760.16,Individual
10580,Decker Group,Laurie,White,715-773-4463,948 Mark Road,North Bethany,SD,Korea,246893.78,Enterprise
10581,Rice-Buck,Mark,Gill,9477153343,9502 Gonzales Squares,North Nathan,SC,Suriname,185859.77,Mid-Market
10582,Hall Group,Jennifer,Williams,001-379-976-7297x0392,171 Chandler Creek,East Meganburgh,DC,Turkey,215306.41,Individual
10583,Gomez PLC,Rachel,Richards,001-826-769-5871x33169,633 Smith Extension,Port Benjamin,,Bahamas,189674.4,SMB
10584,Watts-Bush,Alejandro,Mendez,946-894-4104x8525,76841 Kelly Rest Apt. 727,Port Rachel,AL,Zambia,194226.83,SMB
10585,Anderson-Lee,Jennifer,Hall,619.965.1866x69709,83256 David Haven Suite 670,Lake Ralphshire,MS,Guinea,125615.86,SMB
10586,Brown-Miller,Mallory,Fleming,703.818.5814x742,81541 Jennifer Harbors,Jasminetown,CA,Korea,207041.84,Enterprise
10587,"Graham, Rodriguez and Huffman",Timothy,Guerra,(267)365-8443,9356 Larsen Prairie Suite 373,Elizabethville,MT,Belgium,108213.65,Enterprise
10588,Ward Inc,Tiffany,Montes,+1-924-551-9252,66557 Ryan Glens,South Paultown,NC,Croatia,42401.49,Mid-Market
10589,Ross and Sons,Robert,Torres,001-848-531-1407x048,31821 Rodriguez Camp Suite 060,East Joannehaven,SD,Comoros,17575.77,SMB
10590,Jackson and Sons,Brandy,Hernandez,617.737.4080,088 Annette Wells,North Crystalchester,HI,Kiribati,87329.02,Individual
10591,Freeman-Flores,Janet,Murray,537-776-1962x16583,753 Hunt Way Apt. 729,East Brandonmouth,VA,Armenia,32538.95,Enterprise
10592,"Garza, Burgess and Gonzalez",Joanne,Harris,+1-485-376-6859x22679,859 Dustin Stravenue Suite 286,Harristown,WI,Zambia,179522.84,Individual
10593,Mccarthy-Michael,Douglas,Kaufman,001-982-443-9126,623 Soto Skyway,Tiffanyton,MN,Turks and Caicos Islands,32066.36,Individual
10594,Jones Ltd,Kevin,Padilla,(662)682-6778,031 Jason Mission,Lake Rhondaland,IA,South Georgia and the South Sandwich Islands,46050.32,Mid-Market
10595,"Wilkerson, Jackson and Hall",Robert,Walker,5857135729,55381 Richard Road Apt. 921,North Jaclynshire,,France,75884.67,Mid-Market
10596,Taylor-Johnson,Hannah,Hernandez,+1-450-245-5859x7377,1236 Lawrence Mews,Lake Tommy,NM,Argentina,113074.64,Individual
10597,"Anderson, Johnson and Williams",Laura,Parsons,308-211-0805x3281,085 Adams Brooks,Andrewport,VA,Congo,116232.03,Mid-Market
10598,Jones-Thomas,Tonya,Miles,972-648-9021x5541,7305 Amy Circle Apt. 371,Allenfort,DC,Israel,151279.93,Individual
10599,Keller LLC,Marcus,Nelson,737-206-3221x185,83031 Joseph Shore Apt. 489,Port Thomashaven,AS,Nauru,192665.62,Enterprise
10600,"Davidson, Snyder and Leach",Jody,Jones,349.929.5873,766 Tamara Stream Suite 983,Russellburgh,IN,Saint Kitts and Nevis,48138.73,Individual
10601,Pratt-Brown,Stephen,Wilson,(256)821-1845x899,3003 Debbie Station Apt. 528,Lake Susan,PW,Guinea,60824.41,Enterprise
10602,"Chung, Andrews and Martin",Jeffery,Ortiz,853-646-1851x935,2336 Kevin Grove,Stevenfurt,MA,United States Virgin Islands,23772.04,Individual
10603,"Gibson, Wilson and Lewis",Ricky,Hunter,591-636-8301,349 Jennifer Mission,Donovanton,VT,Argentina,186072.81,Individual
10604,"Ramos, Evans and Riddle",Nathan,Rowland,+1-635-849-5616,47956 Patton Summit Suite 052,Samuelland,OR,Cocos (Keeling) Islands,164235.09,SMB
10605,"King, Wright and Wolf",Samantha,Buckley,249.838.5504,05387 James Tunnel,Chungside,VT,Solomon Islands,89583.63,Mid-Market
10606,Harper-Holland,Derrick,Tate,(567)732-7935x17662,119 Austin Unions,Caldwellburgh,,Sweden,109473.1,SMB
10607,"Jackson, Eaton and Forbes",Michael,Ross,5105039725,42182 Scott Cliff Apt. 637,Joeport,,French Southern Territories,226537.98,Mid-Market
10608,Dixon Inc,Christopher,Hooper,001-651-799-9654x7098,3437 Simpson Spur Apt. 081,Jenniferland,NM,Tanzania,86722.14,SMB
10609,"Perez, Villanueva and Gallagher",Charles,Cole,+1-900-755-0402,7664 Russell Glens,Lake Ryan,MT,Tuvalu,43427.43,Enterprise
10610,"Diaz, Navarro and Wagner",Yolanda,Patrick,872.493.0763,600 Arthur Roads,Harrisonborough,KS,Netherlands Antilles,190755.7,Enterprise
10611,Smith Inc,Brad,Jones,6254872977,3694 Baker Circle,Mooremouth,CA,Liberia,131582.96,SMB
10612,Soto-Duncan,Kevin,Lopez,(588)457-0183x016,842 Hart Bridge Apt. 806,New Richardchester,FM,Ireland,102248.39,Enterprise
10613,Harris LLC,Paul,Smith,001-221-550-2601,32956 Wood Turnpike,Joannshire,VT,Guyana,105618.92,Mid-Market
10614,Johnson-Gray,Chad,Burton,001-292-800-9597x2115,208 Brown Inlet Apt. 734,Port Andrewmouth,NY,United States Minor Outlying Islands,131632.91,Individual
10615,"Santana, Watson and Daniels",Joseph,Johnson,680-581-9515x62214,8630 Hughes Glens,West Robertshire,NE,Saint Helena,165824.79,Mid-Market
10616,"Thomas, Pena and Rasmussen",Rachel,Burnett,410-264-0425x09772,9754 Frank Lights Suite 605,Lake Randallburgh,,Turkey,125907.62,Enterprise
10617,Watson Group,Gloria,Hunter,676-942-9847x477,441 Hayes Cove Suite 496,Michaelberg,,Bolivia,182310.84,Mid-Market
10618,Gill-Owen,Aaron,Davis,+1-877-458-4517x09518,04490 Wendy Pine Suite 858,New Alyssa,ME,Guernsey,11281.09,Enterprise
10619,Robbins-Mcdaniel,Kimberly,Silva,+1-643-567-0505x876,1646 Robert Hollow Apt. 816,Port Jameston,OR,Holy See (Vatican City State),191962.69,Individual
10620,Acosta PLC,Jay,Summers,001-370-263-7392x88794,7398 Kimberly Parks Apt. 540,South Emily,ID,Afghanistan,145478.87,SMB
10621,Powers PLC,Megan,Mills,233.317.7810x0102,83225 Thomas Islands,Alexanderfort,KS,Denmark,247152.33,Mid-Market
10622,"Kent, Lewis and Smith",Scott,Robinson,+1-273-215-0497x60379,28644 Price Pass Suite 187,North Jesusland,AL,El Salvador,148388.62,SMB
10623,"Moore, Stewart and Evans",Nicole,Hale,001-707-879-0221,5226 Jones Corner Suite 782,South David,KS,Tokelau,83254.12,Enterprise
10624,Sharp-Morton,Gary,Riley,367.338.1091,656 Johnathan Parks,Lake Austin,NV,Nigeria,208921.29,Enterprise
10625,Mccann-Glass,Brenda,Anderson,564.865.9811,14481 Jennifer Cape Suite 309,Ericabury,ND,Guinea-Bissau,51060.64,SMB
10626,Tucker-Mitchell,Christina,Savage,808-364-4130,8512 Juan Points Suite 738,Williamsland,HI,China,104131.15,Mid-Market
10627,"Good, Holt and Smith",Stephen,Strong,547.618.1031,867 Thomas Island Apt. 445,North Timothyborough,RI,Mauritania,147864.83,Mid-Market
10628,Powell LLC,Todd,Davila,4885729452,69506 Wright Mews Apt. 283,Pinedaland,MS,Costa Rica,153856.17,SMB
10629,Zimmerman LLC,Cody,Burns,594-413-6745x06099,23608 Bailey Trail,South Shelley,MP,Ecuador,118316.29,Mid-Market
10630,Rosales Inc,Cynthia,Woods,+1-462-843-6514x98364,333 Jackson Lodge,New Melissa,WV,Bulgaria,142459.69,Enterprise
10631,Miller Inc,Nicole,Santos,001-696-420-7951x6973,099 James Mountains Suite 673,Port Joseph,GU,Liberia,38693.75,Individual
10632,Anderson and Sons,Debbie,Carter,534-480-3232x0219,602 Jones Inlet,Christinestad,AR,Vietnam,246755.52,Mid-Market
10633,"Long, Hill and James",Miguel,Moore,(840)540-9364,941 Brittany Estates Apt. 845,Christopherburgh,ND,Malta,184428.31,SMB
10634,"Shelton, Dixon and Weeks",Susan,Hodges,890-261-5346x55301,915 Harvey Estate,West Michael,MA,Kiribati,229654.28,SMB
10635,Armstrong-Fischer,Maureen,Lee,(927)210-0182x6394,15222 Wagner Place,Wangside,ND,French Polynesia,233832.85,Mid-Market
10636,"Scott, Sanchez and Williams",Tonya,Bass,001-781-448-7312x8624,81588 Lozano Parks,New Stevenfort,MH,Finland,249072.42,SMB
10637,Braun Inc,Tiffany,Ramos,961-445-4601x288,37135 Ashley Mountain Suite 118,East Anthonytown,DE,Malawi,246939.37,Individual
10638,Walker and Sons,Sarah,Taylor,987.878.3941,4989 Julia Land Suite 464,Riggsstad,OH,Uganda,82405.68,Individual
10639,"Goodman, Callahan and Bullock",David,Evans,001-781-201-3636x96888,89990 Kimberly Crossing Suite 564,Reyesfort,NE,French Polynesia,238688.92,SMB
10640,Phelps and Sons,Alexander,Jackson,001-671-592-4051,1529 Cordova Port,South Tammyburgh,SC,Qatar,88655.71,Mid-Market
10641,Nguyen Inc,Kenneth,Combs,001-693-357-6579x97707,497 Hughes Crossroad Apt. 032,East Billburgh,SD,Australia,106150.64,Mid-Market
10642,"Hayes, Williams and Miller",Crystal,Nelson,386-758-9292,91860 Jamie Junction Suite 920,Lake Marieville,GU,France,222993.94,Individual
10643,White Inc,Whitney,Ball,001-865-391-7447x051,4831 Michael Place,Williamsbury,NV,Guam,205766.9,SMB
10644,Bennett-Welch,William,Clay,5756289875,391 Rhodes Ville,Justinchester,AL,Mali,101583.76,Enterprise
10645,"Pineda, Herrera and Hurley",Donna,Boyd,541-291-9090x96638,82086 Moore Underpass,West Stephenhaven,OK,Saint Vincent and the Grenadines,58938.23,SMB
10646,Miller-Schroeder,Valerie,Chan,(829)669-8508x41463,316 Wood Villages,New Jessica,TX,Oman,22475.72,SMB
10647,Smith-Robles,Jasmine,Nunez,209.497.6888x422,575 Joseph Vista Apt. 776,Stephanieberg,DE,Puerto Rico,217791.3,Individual
10648,Decker Group,Dwayne,Kirby,+1-729-206-6632x7576,125 Simpson Ridges Apt. 519,South Sabrina,MA,Netherlands,85340.81,Individual
10649,Murphy-Hernandez,Gerald,Martinez,(408)842-2651,342 Thompson Hills,Elizabethshire,LA,Costa Rica,100678.31,SMB
10650,"Wells, Brewer and Brown",Brian,Griffin,+1-692-381-4577x7820,747 Stephanie Heights,Tiffanyshire,AS,Puerto Rico,169629.03,Individual
10651,Russell PLC,Nancy,Bridges,(309)283-3938x91328,139 Pena Circles Suite 239,South Emilyland,NJ,Kenya,208686.52,Enterprise
10652,Johnson-Morris,Cynthia,Evans,927.704.0528x0010,451 Watts Shoals Suite 853,Williamsonville,NY,Norfolk Island,15117.36,Mid-Market
10653,"Greene, Ramos and Williams",Crystal,Conley,+1-964-365-6625,64777 Eric Haven Apt. 486,West Arthurstad,ND,Jordan,13953.51,Individual
10654,"Perez, Carlson and Graham",Timothy,Ramirez,(913)297-3738,872 Lori Freeway Suite 600,Dylanbury,CO,Madagascar,249595.22,SMB
10655,"Rivera, Simpson and Malone",Jeremy,Francis,(508)418-6938,5489 Wayne Center,Braunville,CT,Eritrea,163684.87,Individual
10656,White-Wright,Jennifer,Santiago,(983)355-3516x98735,5915 Holly Trail Suite 373,Ashleyfurt,RI,South Africa,39119.81,Individual
10657,Jackson LLC,John,Barker,+1-544-904-4426,53184 Douglas Path Suite 445,Markfurt,HI,Lebanon,71662.71,Individual
10658,Jones Inc,Joseph,Edwards,(891)443-9155,7638 Mcintyre Ford Suite 388,Jessicaview,NY,Maldives,149183.5,Individual
10659,English PLC,Ashley,Lee,908-726-1608x07940,771 Bradley Meadow,South Ronniemouth,IN,Myanmar,67525.9,Individual
10660,Phillips Inc,Jessica,Martinez,(373)421-3785x36251,719 Mitchell Island Suite 765,Port Daniel,,Trinidad and Tobago,46597.81,SMB
10661,Carson-Shaw,Brittany,Morales,001-915-655-5236x974,4803 James Inlet Suite 374,West Emily,MO,Western Sahara,188722.21,Enterprise
10662,"Pineda, Gillespie and Lopez",Shannon,Schultz,920-586-2220x333,238 Courtney Lake,South Jeremybury,TN,Mauritania,70810.94,SMB
10663,"Henderson, Gutierrez and Rodriguez",Sandra,Howard,(889)459-8836x452,90679 James Curve Apt. 447,Annatown,NV,Cambodia,69212.94,Individual
10664,"Fernandez, Ford and Clay",Natasha,Martin,487-872-3234,440 Robert Hollow Apt. 828,Port Barbara,AL,Montenegro,43310.28,SMB
10665,"Blake, Bates and Castro",Christopher,Larsen,388.752.2065,9871 Glen Plains,West Jenniferton,,Tunisia,78591.22,Enterprise
10666,Reyes Group,Heather,Lee,739-910-6144,1043 Kent Plaza Apt. 406,North Anthonytown,PW,Uzbekistan,82589.29,SMB
10667,"Hays, Mccarthy and Mejia",Christian,Hayes,+1-505-676-0737x983,12638 Karen Extension Apt. 420,Lake Heather,,United States Virgin Islands,103071.72,Mid-Market
10668,"Mitchell, Moore and Swanson",Alyssa,Murphy,735.769.7880,17452 John Square Suite 305,Mathewsmouth,MN,Finland,188753.11,Individual
10669,Davis Group,Holly,Martinez,645-414-7797,16997 Johns Plaza,South Charles,DE,Guam,17108.68,SMB
10670,Chapman-Munoz,Dakota,Smith,379-491-6579x849,17002 James Inlet,West Marthachester,UT,Bahrain,205405.96,Individual
10671,Lutz-Lewis,Daniel,Bell,392-294-0833x6522,63944 Key Harbors,West Cassandratown,MN,Malawi,115083.1,SMB
10672,Smith and Sons,Janet,Jackson,774-745-0804x5408,56615 Sanchez Court Apt. 426,Elizabethhaven,MH,Spain,89908.67,Enterprise
10673,Rosario Ltd,Chad,Hall,284.711.0335x775,53645 Avila Drives,Griffinview,LA,Antigua and Barbuda,20736.93,Enterprise
10674,"Burke, Foster and Shannon",Curtis,Diaz,561-616-1196,50061 Thomas Falls Apt. 194,West Joshuaville,,France,17280.97,Mid-Market
10675,Cox Inc,Erik,Knox,9774535189,25501 Hughes Unions Suite 885,Lake Cory,,Saint Lucia,189017.86,Mid-Market
10676,Pace-Sanchez,Rhonda,Barker,375-295-5091,5559 Heather Loaf Suite 617,Port Josephchester,MO,Nicaragua,106297.39,Enterprise
10677,"Garcia, Aguilar and Bridges",John,Walton,(397)408-6931,0970 Mitchell Mills,Julieland,FM,Sudan,168426.5,SMB
10678,"Dodson, Lara and Douglas",Christine,Deleon,529-880-8337x183,470 Thornton Wells Suite 915,Frostton,DC,Tonga,111551.67,Individual
10679,Garcia LLC,Julie,Krueger,986.288.5332x9300,51714 Jonathan Route Suite 588,Annafort,,Kuwait,35522.84,SMB
10680,"Benson, Smith and Torres",Timothy,Roach,952-824-0477x40631,94008 Reed Centers Apt. 416,Lauraton,AK,Bangladesh,230463.44,SMB
10681,Miller-Valdez,Brittany,Bennett,823.468.6483,004 Manning Lane Apt. 560,Hamiltonbury,TN,Solomon Islands,221305.97,SMB
10682,"Harris, Carr and Sims",Alexis,Lewis,961.201.2089,605 Patricia Skyway,New Thomasborough,MD,Faroe Islands,148315.79,SMB
10683,Gutierrez Inc,Taylor,Morgan,850.773.3671x70972,98568 Smith Squares,North Johnchester,NV,Tokelau,137255.28,SMB
10684,Bell Inc,Anthony,Browning,(883)987-4742x0697,7687 Wright Walks,West Holly,WY,Albania,72778.04,SMB
10685,"Romero, Stephens and Johnston",Sarah,Rodriguez,424.504.2957x84885,24539 Baker Brook Suite 222,North Justinland,PW,Greenland,34671.57,Enterprise
10686,Dudley PLC,William,Herrera,525.532.1897,9689 Andrew Mountains,Port Robertmouth,,Spain,119378.94,Enterprise
10687,Nicholson-Williams,Dean,Miller,552.661.1463,5079 Maria Glens Suite 681,Robertsmouth,IA,Bhutan,224893.78,Mid-Market
10688,Hudson-Sherman,Brent,Strickland,001-354-720-1727x2664,12463 Montes Meadows,Keithburgh,,Brazil,221787.26,Enterprise
10689,"Sweeney, Lane and Baker",Kiara,Booth,688-269-9724,9728 Kevin Wells,Ravenshire,VA,Switzerland,198745.04,SMB
10690,Barton-Peters,Benjamin,Elliott,(607)917-0138,52591 Susan Club Suite 645,Priceburgh,MA,Estonia,151877.52,Mid-Market
10691,Kelly-Robinson,Elaine,Goodwin,001-584-950-6705x7938,443 Sarah Parks,Crystalfort,VI,Cambodia,80583.49,Individual
10692,Browning LLC,Andrea,Carlson,001-222-791-2577x522,71111 Green Mission,West Sharon,WI,Paraguay,203691.69,Enterprise
10693,"Wilson, Campbell and Cochran",Richard,Gordon,891-941-4758,3820 Michael Cove Suite 359,Port Keithmouth,AK,Paraguay,111830.91,Enterprise
10694,Wilson-Perry,Joshua,Lara,5857311934,473 Brown Islands,Bonillashire,AZ,Tonga,121219.56,Mid-Market
10695,"Jones, Bailey and Gray",Matthew,Rodriguez,(723)429-2862,6233 Michele Passage,Kellyside,ME,San Marino,56403.67,SMB
10696,Travis Inc,William,Hogan,263.288.3797,048 Smith Falls Apt. 407,Port Kenneth,MD,Venezuela,139858.25,SMB
10697,"Lee, Banks and Diaz",Catherine,Torres,6775942432,22973 Danny Dam Suite 588,Howardburgh,KS,South Georgia and the South Sandwich Islands,88518.0,Individual
10698,"Sandoval, Stephens and Thompson",Victoria,Cortez,+1-277-853-4080x0838,345 David Ways Apt. 050,Port Brandonmouth,MN,Papua New Guinea,221352.83,Enterprise
10699,Cox Group,Cory,Harvey,773-280-6235x5058,86562 Stevens Spurs,Calhounburgh,MP,Guatemala,147352.78,Enterprise
10700,Thomas-Bailey,Amy,Singleton,+1-325-831-0195,7382 Rebecca Mountains Suite 397,Debraview,MS,Saint Lucia,136932.56,Individual
10701,Santana-Richards,Lisa,Parker,+1-686-279-7003x9353,5471 Colleen Garden Suite 894,Port Robert,SD,Comoros,11286.54,Enterprise
10702,"Garza, Cardenas and Benton",Marissa,Cooley,4445879490,2244 Ian Cape,South Jennifer,ME,Bouvet Island (Bouvetoya),189273.13,Individual
10703,Rose-Raymond,Sara,Serrano,560-953-8534,9481 Debbie Springs Suite 057,Lake James,,Finland,140870.06,SMB
10704,"Baird, Hawkins and Ramos",Michael,Roberts,(327)873-2531,96461 Sara Parkways,West Ashley,MN,Anguilla,86668.17,Individual
10705,Simon Group,Cynthia,Myers,001-410-552-5197,09106 Little Creek Apt. 532,Lake Jason,OH,Liberia,178366.49,Enterprise
10706,Stewart-Crawford,Michael,Larson,(313)227-5319,43929 Johnson Throughway,Sandersburgh,MN,Bhutan,88194.31,Mid-Market
10707,White LLC,Shirley,Marsh,001-373-230-2587,641 Isaac Mountains,West Raymond,NY,Turkey,96155.3,Mid-Market
10708,"Jimenez, Owen and Brown",Stephen,Sanchez,001-211-395-7217,78902 Deleon Streets,Sabrinahaven,TX,Kyrgyz Republic,31584.74,SMB
10709,Jones-Chavez,Tara,Osborne,269-449-5059,783 Spears Coves,New Johntown,DE,Lesotho,200792.93,Enterprise
10710,"Smith, Andrews and Young",Sandra,Tanner,885.812.3368,72172 Robinson Inlet Apt. 499,Rachelhaven,OH,Dominican Republic,160161.68,Enterprise
10711,Adams and Sons,Renee,Bowman,204.746.5328,2063 Miller Land,West Arthurborough,PW,Tunisia,140275.18,Mid-Market
10712,Anderson-Anderson,Kristy,Davis,001-915-284-3256x2533,488 Nelson Roads,Lake Tiffany,IN,Tunisia,196828.11,SMB
10713,"Wilson, Howard and Reed",Tanya,Powell,902-639-0109,2467 Russell Grove Apt. 748,Jacobsbury,WI,Australia,48936.3,Individual
10714,Smith Inc,Kaitlyn,Smith,746.300.2724,40783 Bennett Throughway,West David,MH,Malawi,14052.49,Mid-Market
10715,Griffin Inc,Benjamin,Cook,480.558.6537x259,189 Lisa Ramp Suite 355,Whitebury,KS,Djibouti,240016.85,Enterprise
10716,Ray PLC,Charles,Wise,+1-488-719-1648x968,687 Elizabeth Green Suite 472,New Matthew,VI,Bahamas,187151.81,Mid-Market
10717,"Henderson, Perez and Barnes",Cristina,Clark,001-509-220-2263x02375,3373 Morris Neck,Sherryshire,MS,Belgium,173801.77,Mid-Market
10718,Hines-Rivera,Phyllis,James,(924)769-9151x88587,077 Alyssa Mills Apt. 102,East Johnstad,NY,Mozambique,154040.24,Individual
10719,"Stanley, Hunt and Lucero",Raymond,Webb,(552)586-5454,906 Rebecca Junction,Kathleenhaven,,Albania,184633.93,SMB
10720,Boyd PLC,James,Cabrera,792.671.1934,175 Cook Mount,West Jennifertown,,Montenegro,206670.25,Individual
10721,Newman PLC,William,Farrell,001-960-834-5403x22702,28310 Robert Route,Jackberg,KS,Azerbaijan,175003.63,Mid-Market
10722,Mcintyre Inc,Isaac,Robinson,(911)545-0605x8138,299 Melissa Fields,Lake Michaelville,OK,Zambia,134181.32,Individual
10723,Maxwell-Knight,Madison,Miller,931-930-0829x4275,636 Crawford Spurs,Lynntown,RI,Martinique,54598.74,SMB
10724,Daniels-Lopez,Michael,Reeves,001-615-496-6044x6107,569 Joseph Curve,East Richardfurt,IA,Nepal,24445.63,Individual
10725,Thomas PLC,Caleb,Porter,001-313-280-3418x5119,50055 Valdez Way Apt. 692,Valenzuelahaven,MN,Rwanda,167199.4,SMB
10726,"Fox, Ford and Harrison",Victoria,Howard,+1-552-883-7796x01762,25589 Jose Isle,Michaelside,ME,Bulgaria,191568.6,Enterprise
10727,Ochoa-Morgan,Scott,Obrien,7513502924,1573 Charles View Apt. 507,Clarkfort,OK,Mexico,227332.28,Individual
10728,Simmons and Sons,Terri,Haynes,+1-556-480-1599x2289,65555 Tran Skyway,Dustintown,,San Marino,139942.04,Mid-Market
10729,"Carter, Erickson and Smith",David,Rodriguez,(418)783-2908,30390 Jay Viaduct,Lake Nicolestad,NV,Oman,146605.41,Mid-Market
10730,Johnson and Sons,James,Robinson,218-481-6054x13774,78573 Steven Run,East Richardchester,MP,Jersey,147277.93,Enterprise
10731,"Wilson, Mccoy and Wolfe",Paul,Reed,001-546-452-2723,2973 Nancy Mission Apt. 360,Kruegerberg,,Croatia,219271.78,Enterprise
10732,"James, Brown and Ferguson",Shane,Johnson,001-595-999-6124x463,073 Kathleen Brooks,Tammyville,,Cayman Islands,140676.88,SMB
10733,Richmond LLC,David,Decker,001-668-584-6885,2364 Jamie Ville Suite 066,Lake Baileymouth,,Saint Kitts and Nevis,235075.22,Enterprise
10734,"Allen, Fletcher and Thompson",George,Acevedo,645-630-6264,8804 Smith Meadows,Lake Alice,NY,Zambia,94189.46,Enterprise
10735,"Vargas, Jones and Hale",Stephanie,Chandler,+1-951-284-8724,82367 Trevino Route,South Nicole,,Bosnia and Herzegovina,55662.71,Individual
10736,Wilkinson and Sons,Alice,Ferguson,854.774.8649x512,782 Carlos Street,Birdburgh,AS,Denmark,44061.29,Individual
10737,Jones Inc,Alan,Boyd,(316)510-9803x851,68187 Boyer Junction Suite 397,North Stephanieshire,AS,Vietnam,79777.46,Individual
10738,Cantrell and Sons,Jason,Vasquez,480.244.1011,43033 Martin Common Apt. 558,Andersonshire,KY,Samoa,182567.18,Mid-Market
10739,Navarro and Sons,Samantha,Santana,843-341-2647x100,0701 Jason River,Adamport,MH,Vietnam,11092.07,Enterprise
10740,"Robinson, Dunn and Aguilar",Stephen,Cunningham,862.514.1478x313,97076 Suarez Islands,Howardmouth,MA,Comoros,93134.77,Individual
10741,"Clark, Thompson and Robinson",Tracy,Griffin,427.601.9130,689 Rebekah Branch Suite 358,East April,ID,United Kingdom,202882.38,Enterprise
10742,Harrington-Phillips,Daniel,Mcdonald,858.995.5439,6611 Lisa Oval,North Carolyn,ME,Bulgaria,146864.61,Individual
10743,"Bryant, Jackson and Davis",Eric,Cherry,809-376-0663,4741 Amy Roads Apt. 259,Lake Matthewview,MS,Myanmar,101142.96,Mid-Market
10744,Jackson and Sons,Diana,Stone,897.704.4911x452,37888 Wells Ville,Lake Samuelmouth,DC,Saint Kitts and Nevis,228067.2,SMB
10745,Schaefer Ltd,Paul,Lin,366.263.9561,824 Kyle Stream Apt. 806,South Ellen,WA,Austria,182390.13,Enterprise
10746,"Gray, Gregory and Hale",Rebecca,Russo,+1-988-654-2811x431,154 Miller Mountain,Port Jonathanton,,Macao,187643.76,SMB
10747,Rich and Sons,Antonio,Bartlett,694.224.2769,895 Courtney Plaza,Johnmouth,UT,Australia,48369.9,SMB
10748,"Hernandez, Gray and Chavez",Jody,Herrera,389.918.4908,7219 Laura Gardens Apt. 574,Williamschester,AK,Dominica,208605.38,Enterprise
10749,"Dennis, Smith and Davis",Mark,Carr,(719)983-8562x273,5330 Padilla Highway Suite 569,East Linda,NJ,Iraq,238375.33,Mid-Market
10750,"Ford, Williamson and Peck",Angela,Baker,722.962.4192x53376,0514 Scott Lakes Suite 398,West Jennifer,WY,Antarctica (the territory South of 60 deg S),28609.5,SMB
10751,Harvey Ltd,Kristin,Russo,(871)693-4649,90383 Gordon Dale Apt. 926,North Vincentbury,PR,Palau,95416.62,Mid-Market
10752,Kaufman-Coleman,Traci,Evans,735.978.5853,680 William Ridge Suite 181,Michaelberg,GA,Tokelau,20201.62,Mid-Market
10753,King Ltd,Melissa,Hoffman,+1-248-525-7564,66486 Margaret Centers,Edwardstad,WA,Israel,182672.35,Individual
10754,Gray-Scott,Kyle,Johnson,(606)938-4665x40087,8829 Davidson Locks,Charlesland,IL,Vanuatu,112583.23,Mid-Market
10755,"Villanueva, Woods and Andrews",Carolyn,Foley,(221)380-1043,0989 Lawson Oval,Smithville,,Albania,173549.44,Mid-Market
10756,Hill-Perry,Brian,Noble,8824330165,661 Steven Crest,West Justinview,VI,Tokelau,163586.47,SMB
10757,Preston and Sons,Heather,Wood,001-666-480-5112x03788,01003 Victoria Plain Suite 411,Davidside,NJ,Luxembourg,16540.15,Mid-Market
10758,"Mcbride, Rose and Brown",Angelica,Freeman,980.608.5097,155 Campbell Isle,New Richard,AZ,Italy,139631.85,Enterprise
10759,May Ltd,Michelle,Edwards,791.858.0483x324,532 Benjamin Islands,Donnaberg,SC,North Macedonia,222546.2,SMB
10760,Walton LLC,Elizabeth,Diaz,+1-371-586-8904x561,434 Kelley Grove,Lisaburgh,NY,Taiwan,222708.89,Mid-Market
10761,Meyers and Sons,Dennis,King,+1-519-826-8094x594,90645 Yvette Forks,Curtisville,AS,Botswana,81107.95,Individual
10762,"Glover, Anthony and Hale",Douglas,Williams,879.961.9540x674,185 Norton Port Apt. 903,North Christine,NV,Jersey,131597.67,Mid-Market
10763,Johnson Ltd,Joshua,Dunn,001-547-982-1662,05503 Amanda Cliff Apt. 522,Frenchport,,India,109925.77,Mid-Market
10764,Jones-Lee,Bryan,Harris,756.703.6798,1119 Johnson Mountain,Richardsland,MA,Vanuatu,107078.41,SMB
10765,Robinson Inc,Megan,Knight,(507)577-0196x5381,2422 Parker Cliff Apt. 785,Jameschester,RI,Isle of Man,164555.6,Mid-Market
10766,Gillespie Group,Eric,Dickerson,(727)229-0617,7452 Crawford Harbors Apt. 852,Lake Susan,OH,Czech Republic,212400.87,Individual
10767,Campbell Group,Brenda,Guerrero,649-249-3048x836,67762 Clark Valley Suite 304,South Wendyborough,AL,Paraguay,108689.42,Mid-Market
10768,Torres-Woods,Jodi,Mcfarland,219-478-4222x645,616 Ramos Villages Apt. 860,Smithfort,WI,Gambia,222715.75,Mid-Market
10769,Martinez and Sons,Chad,Koch,001-410-719-9653,421 Robert Wall,Jodiville,RI,Finland,88538.42,SMB
10770,"Cervantes, Miller and Brown",Timothy,Valencia,+1-981-556-2470x775,57752 Diana Lane Suite 697,Jamesville,,Svalbard & Jan Mayen Islands,82806.66,Individual
